name,address,tags,website,phone,infos_url,latitude,longitude
Myrtille,"4, Petite rue Saint-Pierre
63000 Clermont-Ferrand",vegetarian,http://www.cafemyrtille.com/,04 73 39 09 97,http://vegoresto.fr/resto/myrtille,45.77906,3.0833577
New Delhi,"5 avenue du Doyenné
69005 Lyon",,,04 72 41 96 37,http://vegoresto.fr/resto/new-delhi,45.7594676,4.8265977
Nou-Noï,"Avenue Frédéric Mistral
83240 Cavalaire-sur-Mer",,,04 94 05 45 53,http://vegoresto.fr/resto/nou-noi,43.1754494,6.5322732
Osaka Box,"19 place Winston Churchill
19100 Brive la Gaillarde",,http://www.osakabox.fr/,05 55 74 00 82,http://vegoresto.fr/resto/osaka-box,45.1568356,1.5361076
Oses Cigkofte (Colmar),"6 Place de la Gare
68000 Colmar",vegetarian,www.osescigkofte.com,03 89 41 08 68,http://vegoresto.fr/resto/oses-cigkofte-colmar,48.0728286,7.3478353
Oulala Traiteur,Paris,"vegan, gluten-free",oulalatraiteur.com/,uniquement par mail,http://vegoresto.fr/resto/oulala,48.856614,2.3522219
Oum Falafel,"rue des Postes
59000 Lille",vegetarian,,06 68 18 09 37,http://vegoresto.fr/resto/oum-falafel,50.6233557,3.0540832
O’Saj Restauration,"15 rue Léon Gambetta
31000 Toulouse",,,05 61 12 48 38,http://vegoresto.fr/resto/osaj-restauration,43.6030644,1.4418074
Pancake Night Fever,"23 rue Gemarre
14000 Caen","vegetarian, vegan, gluten-free",,02 31 80 70 82,http://vegoresto.fr/resto/pancake-night-fever,49.1842329,-0.3643993
Panier Amande,"Dax, Orthez","vegetarian, vegan, gluten-free",www.panieramande.com/,06 87 47 75 52,http://vegoresto.fr/resto/panier-amande,43.708608,-1.051945
Pause Bobun,"3 rue Buffon
75005 Paris",gluten-free,,06 49 84 58 56,http://vegoresto.fr/resto/pause-bobun,48.843093,2.3635507
PH7 Équilibre,"21 rue Le Peletier
75009 Paris","vegetarian, gluten-free",http://www.monph7.com/,09 83 87 95 95,http://vegoresto.fr/resto/ph7-equilibre,48.8729687,2.3383524
Pita Pit (Aix-en-Provence),"56 place Richelme
13100 Aix-en-Provence",gluten-free,http://www.pitapit.fr/index.html#/pita-pit-aix,04 42 69 84 19,http://vegoresto.fr/resto/pita-pit-aix-en-provence,43.5290618,5.4482619
Pita Pit (Caen),"21 Boulevard du Maréchal Leclerc
14 000 Caen",gluten-free,http://www.pitapit.fr/index.html#/pita-pit-caen,02 31 45 36 54,http://vegoresto.fr/resto/pita-pit-caen,49.1824245,-0.3619016
Pita Pit (Lille),"50 rue Massena
59 000 Lille",gluten-free,http://www.pitapit.fr/index.html#/pita-pit-lille,03 20 55 82 94,http://vegoresto.fr/resto/pita-pit-lille,50.6320316,3.055004
Pita Pit (Nantes),"5 place du Commerce
44000 Nantes",gluten-free,http://www.pitapit.fr/index.html#/pita-pit-nantes,02 40 74 60 12,http://vegoresto.fr/resto/pita-pit-nantes,47.2137468,-1.5577092
Pita Pit (Rennes),"8 rue de la Visitation
35000 Rennes",gluten-free,http://www.pitapit.fr/index.html#/home,02 99 63 94 95,http://vegoresto.fr/resto/pita-pit-rennes,48.1143287,-1.6790765
Pulp Kitchen,"106 rue de l&#039;hôpital militaire
59000 Lille",gluten-free,www.pulpkitchen.fr/,03 28 14 18 59,http://vegoresto.fr/resto/pulp-kitchen,50.6364716,3.0592814
Quai 23,"23 quai Sadi-carnot
53000 Laval",,,02 43 53 55 66,http://vegoresto.fr/resto/quai-23,48.0700062,-0.7695374
Relais St Jacques de Compostelle,"Le Bourg
19500 Collonges La Rouge",,www.hotel-stjacques.com/,05 55 25 41 02,http://vegoresto.fr/resto/relais-st-jacques-de-compostelle,45.077972,1.695371
Rest’O,"16 quai de Bacalan 
33300 Bordeaux","vegetarian, gluten-free",http://lerest-o.fr/,09 52 36 71 38,http://vegoresto.fr/resto/resto,44.8573735,-0.5604604
Rise Up’N Shine,"49 cours de l&#039;Argonne
33000 Bordeaux","vegetarian, vegan, gluten-free",,06 11 12 11 35,http://vegoresto.fr/resto/riseup-n-shine,44.8289827,-0.5743264
Roots Vegan Food,59000 Lille,vegan,http://www.rootsveganfood.kingeshop.com/,03 21 39 40 94,http://vegoresto.fr/resto/roots-vegan-food,50.62925,3.057256
Sainte Russie,"12 rue Juiverie
69005 Lyon",,sainterussie.fr/contact.php,04 78 23 90 16,http://vegoresto.fr/resto/sainte-russie,45.7657763,4.827242
Sambahia,"13 rue du Doyenné
69005 Lyon",,//www.sambahia.fr/,04 78 37 82 10,http://vegoresto.fr/resto/sambahia,45.7588171,4.8260128
Saveurs Bio,"22 rue Maurice Fonvieille
31000 Toulouse",,http://www.saveursbio.com,05 61 12 15 15,http://vegoresto.fr/resto/saveurs-bio,43.6037462,1.4495374
Saveurs de l’Inde,"30 ter rue Thiers
56000 Vannes",,,02 97 42 65 07,http://vegoresto.fr/resto/saveurs-de-linde,47.6573305,-2.7596396
Saveurs Nature,"7 rue Paul Massot
66000 Perpignan","vegetarian, vegan, gluten-free",www.albilislesurtarnpo.com/,04 68 52 07 81,http://vegoresto.fr/resto/saveurs-nature,42.6966043,2.8834517
Smart Green Corner,"20 rue Castelnau d&#039;Auros
33000 Bordeaux
","vegetarian, vegan, gluten-free",,05 56 23 17 55,http://vegoresto.fr/resto/smart-green-corner,44.8407178,-0.5817206
Snack Vegan,"rue d&#039;Alsace Lorraine
31000 Toulouse",vegan,,06 42 51 75 43,http://vegoresto.fr/resto/snack-vegan,43.6040106,1.445671
Sol Semilla,"23 rue des Vinaigriers
75010 Paris","vegan, gluten-free",www.sol-semilla.fr/content/7-decouvrez-notre-restaurant,01 42 01 03 44,http://vegoresto.fr/resto/sol-semilla,48.873071,2.362962
Soleil d’Agadir,"5 rue Princesse
59800 Lille",,www.couscous-lille.fr,03 20 31 49 71,http://vegoresto.fr/resto/soleil-dagadir,50.6462097,3.0593564
Soline,"89 rue Paul Bert,
69003 Lyon","vegetarian, gluten-free",www.soline.net/,04 78 60 40 43,http://vegoresto.fr/resto/soline,45.7570246,4.8508666
Soya,"20 rue de la Pierre levée
75011 Paris","vegetarian, vegan, gluten-free",www.soyacantinebio.blogspot.fr/,06 99 52 00 18,http://vegoresto.fr/resto/soya-cantine-bio,48.8681167,2.3702583
Super G bio – La Pause Repas,"876 Chemin de la Farlède
83500 La Seyne sur Mer","vegan, gluten-free",,04 94 87 44 64,http://vegoresto.fr/resto/la-pause-repas,43.1167011,5.8496609
Sushi Pearl,"7 rue Alain le Grand
56000 Vannes",,www.sushipearl.fr/,02 97 54 35 96,http://vegoresto.fr/resto/sushi-pearl,47.6584841,-2.7545219
Sushi Street Café,"24, Boulevard Notre-Dame
13006 Marseille","vegetarian, vegan, gluten-free",,04 91 54 17 90,http://vegoresto.fr/resto/sushi-street-cafe,43.2891108,5.3727901
04 90 70 94 98,,action=licat&amp,http://chateaulemartinet.com/site2.php3?rub=2&amp,id_sc=2,44.1848542,"Château du Martinet<br />
lieu dit le Martinet <br />
3078 route de Vaison la Romaine <br />
84150 Violès",Table Gourmande le Mogador
Terre de Saveurs,"1 rue Saint Michel
84000 Avignon",,http://www.terredesaveursavignon.fr/,04 90 86 68 72,http://vegoresto.fr/resto/terre-de-saveur,43.9421085,4.8113057
Armes 62100 Calais,12 place d&#039,,http://londonbridge-calais.com/,03 21 85 85 79,1.850146,The London Bridge,50.9588985
Tien Hiang,"14 rue Bichat
75010 Paris","vegetarian, vegan",tien-hiang.fr/,01 42 00 08 23,http://vegoresto.fr/resto/tien-hiang,48.8702708,2.3690616
Tout à croquer,"133 rue Anse
69400 Villefranche-sur-Saône",,,04 74 07 09 98,http://vegoresto.fr/resto/tout-a-croquer,45.9844339,4.7183737
Toutes les couleurs,"26 rue Imbert Colomès
69001 Lyon","vegetarian, vegan, gluten-free",touteslescouleurs.fr/,04 72 00 03 95,http://vegoresto.fr/resto/toutes-les-couleurs,45.7714076,4.8353266
Un Parfum d’Oxalis,"72 bis Avenue Garibaldi
87000 Limoges",gluten-free,http://www.unparfumdoxalis.fr/150088054,05 55 10 09 57,http://vegoresto.fr/resto/un-parfum-doxalis,45.8383466,1.2587969
Une Fleur des Champs,"4 rue des Charpentiers
67000 Strasbourg","vegetarian, vegan, gluten-free",http://unefleurdeschamps.fr/,03 90 23 60 60,http://vegoresto.fr/resto/une-fleur-des-champs,48.5844288,7.7515142
Veg Mama,44000 Nantes,vegan,,06 27 44 29 67,http://vegoresto.fr/resto/veg-mama,47.2520457,-1.4995389
Vegalicious,"Marseille, Aix-en Provence et Saint-Paul-lez-Durance","vegetarian, vegan",www.vegalicious.fr/,06 78 07 23 83,http://vegoresto.fr/resto/vegalicious,43.298442,5.3710324
Vegan Folie’s,"53 rue Mouffetard
75005 Paris","vegan, gluten-free",veganfolies.fr/,01 43 37 21 89,http://vegoresto.fr/resto/vegan-folies,48.8434104,2.3496197
Vegan Gorilla,"7 rue du Lycée
06000 Nice","vegan, gluten-free",http://vegan-gorilla.fr/,06 60 75 10 00,http://vegoresto.fr/resto/vegan-gorilla,43.699358,7.2742695
Végébowl,"3 rue de la Boule rouge
75009 Paris","vegetarian, vegan, gluten-free",www.vegebowl.com/index.php,01 42 46 45 89,http://vegoresto.fr/resto/vegebowl,48.8733585,2.3445442
Végétal et Vous,"241 rue Gambetta
59000 Lille",vegetarian,http://www.vegetaletvous.fr/,03 20 51 55 06,http://vegoresto.fr/resto/vegetal-et-vous,50.6283124,3.0525218
Veggyvan,83390 Cuers,vegan,http://veggyvan.fr,06 67 07 79 05,http://vegoresto.fr/resto/veggyvan,43.2618627,6.1314928
Veg’Art,"123 rue Oberkampf
75011 Paris",vegan,http://vegartparis.com/,09 83 87 29 68,http://vegoresto.fr/resto/vegart,48.8661874,2.3790752
Veg’Gaïa,51100 Reims,vegan,,06 20 32 01 71,http://vegoresto.fr/resto/veggaia,49.258329,4.031696
Velicious,"43 rue Geiler
67000 Strasbourg",vegan,http://www.velicious.fr/,09 72 53 07 35,http://vegoresto.fr/resto/velicious,48.5860789,7.7708068
VG,"85 rue Lafayette
75009 Paris","vegetarian, vegan, gluten-free",www.my-vg.fr/,01 44 63 87 37,http://vegoresto.fr/resto/vg,48.8770844,2.3480079
"Vietnam in Paris, Saveurs du Vietnam","48 rue de Clery
75002 Paris",vegetarian,,01 74 64 92 18,http://vegoresto.fr/resto/vietnam-in-paris-saveurs-du-vietnam,48.8683641,2.3478978
Villa Kerasy Hotel Spa,"20 avenue Favrel et Lincy
56000 Vannes",,http://www.villakerasy.com/cuisine-ayurvedique/,02 97 68 36 83,http://vegoresto.fr/resto/villa-kerasy-hotel-spa,47.6642759,-2.7537898
VIP – Pizzeria Italiana,"107 rue Sadi Carnot
59350 Saint André lez Lille",,vipizza.fr,03 20 31 70 77,http://vegoresto.fr/resto/vip-pizzeria-italiana,50.661118,3.0552984
Voici venu le temps,"5 rue de la Cerche
45000 Orléans",,,02 38 43 85 75,http://vegoresto.fr/resto/voici-venu-le-temps,47.9036098,1.9031735
Wally’s Coffee,"19 Place Philippe Lebon
59000 Lille",,http://wallyscoffee.fr/,06 51 50 17 20,http://vegoresto.fr/resto/wallys-coffee,50.6275057,3.0621738
What the Cake ?,"51 rue du fossé des tanneurs 
67000 Strasbourg",gluten-free,http://whatthecake.fr/,03 69 08 21 41,http://vegoresto.fr/resto/what-the-cake,48.582132,7.7431678
Yabio,"19 rue du Garet
69001 Lyon",,http://yabio.fr/,en cours,http://vegoresto.fr/resto/yabio,45.766297,4.8369196
Youna,"10 Bis Rue de l&#039;hôtel de ville
44000 Nantes","vegetarian, vegan",www.restaurant-youna.com/,02 40 12 41 58,http://vegoresto.fr/resto/youna,47.2178618,-1.5566994
